,ID,Name,Report,Date,Year,Version,Link
0,HPTN,INNOVATIVE DESIGNS INC,Annual Report - Pink Disclosure Statement,08/19/2021,2021,1,https://www.otcmarkets.com/otcapi/company/financial-report/297261/content
1,HPTN,INNOVATIVE DESIGNS INC,Annual Report - Annual Report,08/19/2021,2021,2,https://www.otcmarkets.com/otcapi/company/financial-report/297249/content
2,HPTN,INNOVATIVE DESIGNS INC,Annual Report - Annual Report,10/21/2019,2019,1,https://www.otcmarkets.com/otcapi/company/financial-report/232226/content
3,HPTN,INNOVATIVE DESIGNS INC,Annual Report - Annual Report,10/21/2019,2019,2,https://www.otcmarkets.com/otcapi/company/financial-report/232225/content
4,HPTN,INNOVATIVE DESIGNS INC,Annual Report - Annual Report,10/16/2019,2019,3,https://www.otcmarkets.com/otcapi/company/financial-report/232078/content
0,GASE,INNOVATIVE DESIGNS INC,Annual Report - fourth quarter 2021,03/30/2022,2022,1,https://www.otcmarkets.com/otcapi/company/financial-report/325507/content
1,GASE,INNOVATIVE DESIGNS INC,Annual Report - Amended 2020 Annual Report,10/21/2021,2021,1,https://www.otcmarkets.com/otcapi/company/financial-report/307574/content
2,GASE,INNOVATIVE DESIGNS INC,Annual Report - 2019 Annual Report,09/29/2021,2021,2,https://www.otcmarkets.com/otcapi/company/financial-report/305099/content
3,GASE,INNOVATIVE DESIGNS INC,Annual Report - 2020 Annual Report,09/23/2021,2021,3,https://www.otcmarkets.com/otcapi/company/financial-report/304035/content
0,TMEB,INNOVATIVE DESIGNS INC,Annual Report - Annual Report,05/14/2022,2022,1,https://www.otcmarkets.com/otcapi/company/financial-report/332889/content
1,TMEB,INNOVATIVE DESIGNS INC,Annual Report - TMEB Statement of Stockholders Equity 12.31.20,09/24/2021,2021,1,https://www.otcmarkets.com/otcapi/company/financial-report/304178/content
2,TMEB,INNOVATIVE DESIGNS INC,Annual Report - Financial Disclosures,09/20/2021,2021,2,https://www.otcmarkets.com/otcapi/company/financial-report/303142/content
3,TMEB,INNOVATIVE DESIGNS INC,Annual Report - Foot Notes to Financial Statements,09/20/2021,2021,3,https://www.otcmarkets.com/otcapi/company/financial-report/303141/content
4,TMEB,INNOVATIVE DESIGNS INC,Annual Report - Statement of Cash Flows,09/20/2021,2021,4,https://www.otcmarkets.com/otcapi/company/financial-report/303140/content
5,TMEB,INNOVATIVE DESIGNS INC,Annual Report - Earnings Per Share,09/20/2021,2021,5,https://www.otcmarkets.com/otcapi/company/financial-report/303139/content
6,TMEB,INNOVATIVE DESIGNS INC,Annual Report - Income and Expense Statement,09/20/2021,2021,6,https://www.otcmarkets.com/otcapi/company/financial-report/303138/content
7,TMEB,INNOVATIVE DESIGNS INC,Annual Report - Balance Sheet,09/20/2021,2021,7,https://www.otcmarkets.com/otcapi/company/financial-report/303136/content
8,TMEB,INNOVATIVE DESIGNS INC,Annual Report - TMEB Disclosures - 12.31.14,04/22/2015,2015,1,https://www.otcmarkets.com/otcapi/company/financial-report/136399/content
9,TMEB,INNOVATIVE DESIGNS INC,Annual Report - TMEB financial footnotes 12.31.14,04/22/2015,2015,2,https://www.otcmarkets.com/otcapi/company/financial-report/136398/content
10,TMEB,INNOVATIVE DESIGNS INC,Annual Report - Annual Report,04/22/2015,2015,3,https://www.otcmarkets.com/otcapi/company/financial-report/136397/content
11,TMEB,INNOVATIVE DESIGNS INC,Annual Report - Cash flow statement -12-31-14,04/22/2015,2015,4,https://www.otcmarkets.com/otcapi/company/financial-report/136396/content
12,TMEB,INNOVATIVE DESIGNS INC,Annual Report - Balance Sheet 12.31.14,04/22/2015,2015,5,https://www.otcmarkets.com/otcapi/company/financial-report/136395/content
13,TMEB,INNOVATIVE DESIGNS INC,Annual Report - TMEB Disclosure 12-31-13,03/21/2014,2014,1,https://www.otcmarkets.com/otcapi/company/financial-report/117586/content
14,TMEB,INNOVATIVE DESIGNS INC,Annual Report - Tmeb Financials 12-31-13,03/21/2014,2014,2,https://www.otcmarkets.com/otcapi/company/financial-report/117585/content
15,TMEB,INNOVATIVE DESIGNS INC,Annual Report - TMEB - 12-31-12 - Disclosures,03/21/2014,2014,3,https://www.otcmarkets.com/otcapi/company/financial-report/117584/content
16,TMEB,INNOVATIVE DESIGNS INC,Annual Report - 12-31-2012 Financials,03/21/2014,2014,4,https://www.otcmarkets.com/otcapi/company/financial-report/117582/content
0,KAST,INNOVATIVE DESIGNS INC,Attorney Letter with Respect to Current Information - Annual Report 2022,03/06/2023,2023,1,https://www.otcmarkets.com/otcapi/company/financial-report/360904/content
1,KAST,INNOVATIVE DESIGNS INC,Annual Report - 2022 - Amendment #1,03/06/2023,2023,2,https://www.otcmarkets.com/otcapi/company/financial-report/360898/content
2,KAST,INNOVATIVE DESIGNS INC,Annual Report - 2022,02/22/2023,2023,3,https://www.otcmarkets.com/otcapi/company/financial-report/359733/content
3,KAST,INNOVATIVE DESIGNS INC,Annual Report - KAST Q4 2021,02/22/2022,2022,1,https://www.otcmarkets.com/otcapi/company/financial-report/321167/content
4,KAST,INNOVATIVE DESIGNS INC,Annual Report - KAST Q4 2020,08/01/2021,2021,1,https://www.otcmarkets.com/otcapi/company/financial-report/293607/content
5,KAST,INNOVATIVE DESIGNS INC,Annual Report - KAST Q4 2019,08/01/2021,2021,2,https://www.otcmarkets.com/otcapi/company/financial-report/293603/content
6,KAST,INNOVATIVE DESIGNS INC,Annual Report - Kasten Financials and Notes Annual Report 2017,04/09/2018,2018,1,https://www.otcmarkets.com/otcapi/company/financial-report/190439/content
7,KAST,INNOVATIVE DESIGNS INC,Annual Report - Annual Report,04/09/2018,2018,2,https://www.otcmarkets.com/otcapi/company/financial-report/190438/content
8,KAST,INNOVATIVE DESIGNS INC,"Annual Report - Annual Disclosure Statement for the Period Ending December 31, 2016",04/18/2017,2017,1,https://www.otcmarkets.com/otcapi/company/financial-report/169850/content
9,KAST,INNOVATIVE DESIGNS INC,"Annual Report - Financials and Notes for the Period Ending December 31, 2016",04/18/2017,2017,2,https://www.otcmarkets.com/otcapi/company/financial-report/169847/content
10,KAST,INNOVATIVE DESIGNS INC,"Annual Report - Financials and Notes for the Period Ending December 31, 2015",07/18/2016,2016,1,https://www.otcmarkets.com/otcapi/company/financial-report/157511/content
11,KAST,INNOVATIVE DESIGNS INC,"Annual Report - Financials and Notes for the Period Ending December 31, 2014",07/18/2016,2016,2,https://www.otcmarkets.com/otcapi/company/financial-report/157509/content
12,KAST,INNOVATIVE DESIGNS INC,"Annual Report - Financials and Notes for the Period Ending December 31, 2013",07/18/2016,2016,3,https://www.otcmarkets.com/otcapi/company/financial-report/157507/content
0,PDGO,INNOVATIVE DESIGNS INC,Annual Report - Annual Report,03/14/2023,2023,1,https://www.otcmarkets.com/otcapi/company/financial-report/361492/content
1,PDGO,INNOVATIVE DESIGNS INC,Annual Report - Annual Report,03/31/2022,2022,1,https://www.otcmarkets.com/otcapi/company/financial-report/326100/content
2,PDGO,INNOVATIVE DESIGNS INC,Annual Report - Annual Report,09/27/2021,2021,1,https://www.otcmarkets.com/otcapi/company/financial-report/304688/content
3,PDGO,INNOVATIVE DESIGNS INC,Annual Report - Financial Statements 12-31-13 - Amendment,04/15/2014,2014,1,https://www.otcmarkets.com/otcapi/company/financial-report/118807/content
4,PDGO,INNOVATIVE DESIGNS INC,Annual Report - Financial Statements 12-31-13,04/11/2014,2014,2,https://www.otcmarkets.com/otcapi/company/financial-report/118665/content
5,PDGO,INNOVATIVE DESIGNS INC,Annual Report - 2012 Annual Report Amendment,06/26/2013,2013,1,https://www.otcmarkets.com/otcapi/company/financial-report/107102/content
6,PDGO,INNOVATIVE DESIGNS INC,Annual Report - Financial Statements 12-31-12,06/26/2013,2013,2,https://www.otcmarkets.com/otcapi/company/financial-report/107089/content
7,PDGO,INNOVATIVE DESIGNS INC,Annual Report - Annual Report,06/24/2013,2013,3,https://www.otcmarkets.com/otcapi/company/financial-report/107011/content
8,PDGO,INNOVATIVE DESIGNS INC,Annual Report - Financial Statements,06/21/2013,2013,4,https://www.otcmarkets.com/otcapi/company/financial-report/106883/content
9,PDGO,INNOVATIVE DESIGNS INC,Annual Report - Financial Statements,06/03/2013,2013,5,https://www.otcmarkets.com/otcapi/company/financial-report/105787/content
10,PDGO,INNOVATIVE DESIGNS INC,Annual Report - Notice of Late Filling,04/01/2013,2013,6,https://www.otcmarkets.com/otcapi/company/financial-report/101842/content
11,PDGO,INNOVATIVE DESIGNS INC,Annual Report - Annual Report,07/06/2012,2012,1,https://www.otcmarkets.com/otcapi/company/financial-report/85716/content
0,ETER,INNOVATIVE DESIGNS INC,Annual Report - 4Q FYE 2022 (b),10/12/2022,2022,1,https://www.otcmarkets.com/otcapi/company/financial-report/348650/content
1,ETER,INNOVATIVE DESIGNS INC,Annual Report - 4Q FYE 2022 (a),09/29/2022,2022,2,https://www.otcmarkets.com/otcapi/company/financial-report/347942/content
2,ETER,INNOVATIVE DESIGNS INC,Annual Report - 4Q FYE 2021,08/02/2021,2021,1,https://www.otcmarkets.com/otcapi/company/financial-report/293708/content
3,ETER,INNOVATIVE DESIGNS INC,Annual Report - 4Q FYE 2020,08/02/2021,2021,2,https://www.otcmarkets.com/otcapi/company/financial-report/293704/content
4,ETER,INNOVATIVE DESIGNS INC,Annual Report - 4Q FYE 2019,08/02/2021,2021,3,https://www.otcmarkets.com/otcapi/company/financial-report/293700/content
5,ETER,INNOVATIVE DESIGNS INC,Annual Report - May 2018 Year End Report Amendment,10/19/2018,2018,1,https://www.otcmarkets.com/otcapi/company/financial-report/204587/content
6,ETER,INNOVATIVE DESIGNS INC,Annual Report - May 2018 Year End Report,08/30/2018,2018,2,https://www.otcmarkets.com/otcapi/company/financial-report/201669/content
7,ETER,INNOVATIVE DESIGNS INC,Annual Report - May 2017 Year End Report,06/07/2018,2018,3,https://www.otcmarkets.com/otcapi/company/financial-report/195535/content
8,ETER,INNOVATIVE DESIGNS INC,Annual Report - May 2016 Year End Report,06/07/2018,2018,4,https://www.otcmarkets.com/otcapi/company/financial-report/195531/content
9,ETER,INNOVATIVE DESIGNS INC,Annual Report - Annual Report,05/15/2015,2015,1,https://www.otcmarkets.com/otcapi/company/financial-report/138472/content
10,ETER,INNOVATIVE DESIGNS INC,Annual Report - Annual Report,03/12/2015,2015,2,https://www.otcmarkets.com/otcapi/company/financial-report/133885/content
11,ETER,INNOVATIVE DESIGNS INC,Annual Report - Annual Report,03/18/2014,2014,1,https://www.otcmarkets.com/otcapi/company/financial-report/117369/content
12,ETER,INNOVATIVE DESIGNS INC,Annual Report - Amended Annual Report,04/17/2013,2013,1,https://www.otcmarkets.com/otcapi/company/financial-report/102828/content
13,ETER,INNOVATIVE DESIGNS INC,Annual Report - Annual Report,03/25/2013,2013,2,https://www.otcmarkets.com/otcapi/company/financial-report/101448/content
14,ETER,INNOVATIVE DESIGNS INC,"Annual Report - Auric Mining - December 31, 2011 Financial Report",03/05/2012,2012,1,https://www.otcmarkets.com/otcapi/company/financial-report/74285/content
15,ETER,INNOVATIVE DESIGNS INC,Annual Report - Annual Report,03/17/2011,2011,1,https://www.otcmarkets.com/otcapi/company/financial-report/45890/content
16,ETER,INNOVATIVE DESIGNS INC,Annual Report - Annual Report,05/04/2010,2010,1,https://www.otcmarkets.com/otcapi/company/financial-report/31575/content
0,GKIT,INNOVATIVE DESIGNS INC,Annual Report - Annual Report,05/10/2022,2022,1,https://www.otcmarkets.com/otcapi/company/financial-report/332036/content
1,GKIT,INNOVATIVE DESIGNS INC,Annual Report - Financials for 2020 and 2019 and notes,09/22/2021,2021,1,https://www.otcmarkets.com/otcapi/company/financial-report/303751/content
2,GKIT,INNOVATIVE DESIGNS INC,Annual Report - Statement of Stockholder's equity,09/21/2021,2021,2,https://www.otcmarkets.com/otcapi/company/financial-report/303433/content
3,GKIT,INNOVATIVE DESIGNS INC,Annual Report - Financials for 2020 and 2019,09/20/2021,2021,3,https://www.otcmarkets.com/otcapi/company/financial-report/303090/content
0,TONR,INNOVATIVE DESIGNS INC,Annual Report - Annual Report Amended,09/28/2022,2022,1,https://www.otcmarkets.com/otcapi/company/financial-report/347703/content
1,TONR,INNOVATIVE DESIGNS INC,Annual Report - Annual Report 2021- Amended,09/26/2022,2022,2,https://www.otcmarkets.com/otcapi/company/financial-report/347485/content
2,TONR,INNOVATIVE DESIGNS INC,Annual Report - Annual Report 2021,09/23/2022,2022,3,https://www.otcmarkets.com/otcapi/company/financial-report/347363/content
3,TONR,INNOVATIVE DESIGNS INC,Annual Report - Annual Report 12-31-21,09/20/2022,2022,4,https://www.otcmarkets.com/otcapi/company/financial-report/347153/content
4,TONR,INNOVATIVE DESIGNS INC,Annual Report - Annual Report,04/04/2022,2022,5,https://www.otcmarkets.com/otcapi/company/financial-report/326635/content
5,TONR,INNOVATIVE DESIGNS INC,Annual Report - Annual Report,09/14/2021,2021,1,https://www.otcmarkets.com/otcapi/company/financial-report/302136/content
6,TONR,INNOVATIVE DESIGNS INC,Annual Report - Annual Report,09/14/2021,2021,2,https://www.otcmarkets.com/otcapi/company/financial-report/302135/content
7,TONR,INNOVATIVE DESIGNS INC,Annual Report - Annual Report,09/13/2021,2021,3,https://www.otcmarkets.com/otcapi/company/financial-report/301870/content
8,TONR,INNOVATIVE DESIGNS INC,Annual Report - Annual Report,09/13/2021,2021,4,https://www.otcmarkets.com/otcapi/company/financial-report/301869/content
0,NSYC,INNOVATIVE DESIGNS INC,Annual Report - Disclosure Statement and Annual Report -2021,03/25/2022,2022,1,https://www.otcmarkets.com/otcapi/company/financial-report/324698/content
1,NSYC,INNOVATIVE DESIGNS INC,Annual Report - 2021 Annual Report,03/23/2022,2022,2,https://www.otcmarkets.com/otcapi/company/financial-report/324455/content
2,NSYC,INNOVATIVE DESIGNS INC,Annual Report - 2020 Disclosure Statement and Annual Report,12/13/2021,2021,1,https://www.otcmarkets.com/otcapi/company/financial-report/315301/content
3,NSYC,INNOVATIVE DESIGNS INC,Annual Report - Disclosure Statement and Annual Report - 2020,11/30/2021,2021,2,https://www.otcmarkets.com/otcapi/company/financial-report/314337/content
4,NSYC,INNOVATIVE DESIGNS INC,Annual Report - 2020,08/05/2021,2021,3,https://www.otcmarkets.com/otcapi/company/financial-report/294235/content
5,NSYC,INNOVATIVE DESIGNS INC,Annual Report - 2019,08/05/2021,2021,4,https://www.otcmarkets.com/otcapi/company/financial-report/294234/content
0,SAPX,INNOVATIVE DESIGNS INC,Annual Report - 06/30/2022 - Amended,08/20/2022,2022,1,https://www.otcmarkets.com/otcapi/company/financial-report/344105/content
1,SAPX,INNOVATIVE DESIGNS INC,Annual Report - Annual Report,08/14/2022,2022,2,https://www.otcmarkets.com/otcapi/company/financial-report/342667/content
2,SAPX,INNOVATIVE DESIGNS INC,Annual Report - 06/30/2021 - Amended,08/17/2021,2021,1,https://www.otcmarkets.com/otcapi/company/financial-report/296946/content
3,SAPX,INNOVATIVE DESIGNS INC,Annual Report - 06/30/2020 - Amended,08/17/2021,2021,2,https://www.otcmarkets.com/otcapi/company/financial-report/296945/content
4,SAPX,INNOVATIVE DESIGNS INC,"Annual Report - Financial Statements For The Year Ended June 30, 2014",06/14/2015,2015,1,https://www.otcmarkets.com/otcapi/company/financial-report/140050/content
0,APTY,INNOVATIVE DESIGNS INC,"Attorney Letter with Respect to Current Information - APT Systems Inc Attorney Letter Annual Report January 31, 2022",05/27/2022,2022,1,https://www.otcmarkets.com/otcapi/company/financial-report/335186/content
1,APTY,INNOVATIVE DESIGNS INC,"Annual Report - APT Systems Inc Annual OTC Pink Disclosure January 31, 2022",04/29/2022,2022,2,https://www.otcmarkets.com/otcapi/company/financial-report/330112/content
2,APTY,INNOVATIVE DESIGNS INC,"Annual Report - Annual Report - Amended Disclosure Statement for the Period Ended January 31, 2021",11/16/2021,2021,1,https://www.otcmarkets.com/otcapi/company/financial-report/311797/content
3,APTY,INNOVATIVE DESIGNS INC,"Annual Report - APT Systems Inc Annual OTC Pink Disclosure January 31, 2021",10/12/2021,2021,2,https://www.otcmarkets.com/otcapi/company/financial-report/306339/content
4,APTY,INNOVATIVE DESIGNS INC,"Annual Report - APT Systems Inc Annual OTC Disclosure January 31, 2021",09/17/2021,2021,3,https://www.otcmarkets.com/otcapi/company/financial-report/302830/content
5,APTY,INNOVATIVE DESIGNS INC,"Annual Report - APT Systems Inc Annual Report Year Ending January 31, 2021",08/26/2021,2021,4,https://www.otcmarkets.com/otcapi/company/financial-report/298994/content
6,APTY,INNOVATIVE DESIGNS INC,"Annual Report - APT Systems Inc Annual Report Year Ending January 31, 2020",08/20/2021,2021,5,https://www.otcmarkets.com/otcapi/company/financial-report/297574/content
7,APTY,INNOVATIVE DESIGNS INC,"Annual Report - APT System Inc Annual Report Year Ending January 31, 2019",08/06/2021,2021,6,https://www.otcmarkets.com/otcapi/company/financial-report/294357/content
0,AQUI,INNOVATIVE DESIGNS INC,Annual Report - Information Disclosure Statement,03/30/2022,2022,1,https://www.otcmarkets.com/otcapi/company/financial-report/325540/content
1,AQUI,INNOVATIVE DESIGNS INC,Annual Report - Unaudited Financial Statement,03/30/2022,2022,2,https://www.otcmarkets.com/otcapi/company/financial-report/325532/content
2,AQUI,INNOVATIVE DESIGNS INC,Annual Report - Information Disclosure Statement,09/08/2021,2021,1,https://www.otcmarkets.com/otcapi/company/financial-report/301339/content
3,AQUI,INNOVATIVE DESIGNS INC,Annual Report - Unaudited Financial Statement,09/08/2021,2021,2,https://www.otcmarkets.com/otcapi/company/financial-report/301337/content
4,AQUI,INNOVATIVE DESIGNS INC,Annual Report - Information Disclosure Statement,08/25/2021,2021,3,https://www.otcmarkets.com/otcapi/company/financial-report/298647/content
